id,treat,pride_CL,energy,pride_sym,pride_dev,pride_pl,pride_esf,gender,age,geozone,zone1,zone2,zone3,zone4,edu,edu1,edu2,edu3,household,household1,household2,household3,household4,sample,webal
7513,1,6,5,4,1,4,0,Female,40,Center,0,1,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
6416,1,4,4,4,5,4,0,Male,25,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7784,1,5,4,6,4,6,1,Female,36,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6350,1,5,5,1,5,5,0,Male,48,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6938,1,3,3,5,2,5,0,Female,21,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6853,1,2,7,1,3,3,0,Female,23,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7688,1,5,4,6,3,2,0,Female,39,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
6597,1,1,7,1,3,5,1,Female,49,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6470,1,3,5,6,5,3,0,Male,76,Center,0,1,0,0,1,1,0,0,One,1,0,0,0,1,1
5684,0,6,5,7,5,7,1,Female,79,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,2.577097317974774
5971,0,7,7,7,7,7,0,Male,56,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,2.357083175113532
6047,0,6,3,5,5,5,0,Male,28,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,3.070553172902137
5832,0,4,3,7,5,5,0,Female,63,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,2.772055090528681
7552,1,4,3,5,3,5,0,Male,36,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6230,0,5,7,7,5,6,0,Female,38,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,3.130078004294954
6979,1,5,6,5,4,5,0,Male,61,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6656,1,6,6,5,5,6,0,Male,66,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6811,1,6,7,7,2,4,1,Female,29,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6039,0,4,7,4,4,4,1,Female,38,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,3.116885748341523
5943,0,4,6,3,5,7,0,Male,40,Center,0,1,0,0,3,0,0,1,Four or more,0,0,0,1,1,2.342662873754482
7174,1,4,7,3,2,4,0,Female,53,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
5977,0,6,5,6,7,7,0,Female,48,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,2.283734437907646
5965,0,5,6,7,5,6,0,Male,42,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,3.277911578462272
6252,0,1,1,7,4,4,0,Female,40,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.356070454066195
7235,1,7,5,7,7,7,0,Male,55,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
7649,1,1,3,3,1,3,0,Male,60,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6649,1,4,7,1,1,5,0,Female,25,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
6595,1,4,4,7,4,7,0,Male,71,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
7107,1,7,6,7,5,5,0,Male,70,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7706,1,7,7,7,6,7,0,Female,24,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7251,1,5,7,7,6,7,0,Female,55,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
7053,1,4,7,5,3,3,0,Male,32,Center,0,1,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
7105,1,4,7,7,5,7,0,Male,56,Center,0,1,0,0,1,1,0,0,Three,0,0,1,0,1,1
5753,0,4,5,5,2,5,0,Male,49,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,2.61396537887881
7464,1,7,7,7,7,7,1,Male,50,South,0,0,0,1,2,0,1,0,Two,0,1,0,0,1,1
7363,1,5,5,6,1,6,0,Male,31,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,1
6760,1,7,7,7,5,6,0,Male,25,South,0,0,0,1,3,0,0,1,Two,0,1,0,0,1,1
6795,1,7,4,7,1,4,1,Male,25,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
6710,1,4,4,6,5,5,0,Female,68,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6153,0,7,6,7,5,5,1,Female,59,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,2.467285220183177
5926,0,6,6,6,7,6,0,Female,44,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,2.647102589685003
6984,1,7,7,7,6,6,0,Female,53,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
5905,0,5,5,2,5,6,0,Female,50,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.248126073933094
7402,1,7,4,5,5,6,0,Female,64,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6964,1,3,4,3,5,6,0,Male,24,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5869,0,4,6,6,4,5,0,Male,47,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.443173679686916
7214,1,7,6,5,5,4,0,Male,30,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,1
6566,1,1,7,4,6,7,1,Male,45,Center,0,1,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
7626,1,5,5,5,5,6,0,Male,52,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7489,1,7,5,7,5,7,0,Male,52,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
6686,1,5,7,3,7,4,0,Male,56,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
6378,1,2,6,7,3,5,0,Male,40,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7386,1,1,4,7,6,6,,Male,45,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,0,1
7175,1,5,7,7,7,7,0,Male,29,North,1,0,0,0,3,0,0,1,Two,0,1,0,0,1,1
7746,1,5,7,7,4,6,1,Male,61,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
7117,1,5,5,2,5,5,0,Male,40,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6045,0,6,5,7,3,5,0,Female,37,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.394504706452318
6732,1,4,4,7,5,6,1,Female,57,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6812,1,5,4,7,2,4,1,Female,34,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7254,1,7,5,7,7,7,0,Male,37,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
6487,1,4,4,7,5,5,0,Female,41,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5958,0,4,5,6,4,5,0,Female,53,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.216717651222411
6942,1,1,1,7,3,3,0,Female,69,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6578,1,4,6,6,4,7,0,Male,46,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6321,1,3,4,7,4,6,0,Male,51,North,1,0,0,0,2,0,1,0,Three,0,0,1,0,1,1
6745,1,1,7,7,1,7,0,Female,59,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
6140,0,5,5,4,3,5,0,Female,31,North,1,0,0,0,3,0,0,1,Three,0,0,1,0,1,2.120471864309837
7535,1,5,6,4,7,6,0,Female,32,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
6735,1,3,7,7,5,6,1,Male,20,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
7466,1,2,4,7,2,5,0,Female,69,North,1,0,0,0,1,1,0,0,Two,0,1,0,0,1,1
6001,0,6,6,6,5,5,0,Male,33,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,2.246287026459325
7811,1,5,4,4,4,5,0,Male,54,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
6514,1,3,4,5,2,4,1,Female,45,North,1,0,0,0,3,0,0,1,Three,0,0,1,0,1,1
7437,1,4,5,7,2,6,1,Male,59,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
7367,1,7,3,7,1,5,0,Male,53,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6551,1,1,7,2,1,5,0,Female,31,North,1,0,0,0,3,0,0,1,Two,0,1,0,0,1,1
6866,1,3,4,4,7,7,1,Male,52,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
6738,1,5,5,6,7,5,0,Female,32,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
7741,1,5,5,5,5,5,0,Female,39,North,1,0,0,0,3,0,0,1,One,1,0,0,0,1,1
6717,1,4,6,5,4,5,0,Male,78,North,1,0,0,0,3,0,0,1,One,1,0,0,0,1,1
7654,1,6,6,6,3,5,0,Male,39,North,1,0,0,0,3,0,0,1,Three,0,0,1,0,1,1
6409,1,4,5,5,4,4,0,Male,38,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6096,0,4,4,1,4,4,0,Female,23,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.562403320346983
5932,0,5,7,7,5,7,1,Male,38,North,1,0,0,0,2,0,1,0,Four or more,0,0,0,1,1,2.51194998265069
7035,1,3,7,6,1,5,0,Male,49,North,1,0,0,0,2,0,1,0,Three,0,0,1,0,1,1
7129,1,3,7,5,4,7,0,Male,53,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
7572,1,3,6,2,5,4,0,Male,19,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7088,1,7,5,7,5,6,1,Female,69,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7571,1,5,7,5,4,7,0,Male,53,Metropolitan Region,0,0,1,0,2,0,1,0,One,1,0,0,0,1,1
6934,1,3,6,7,6,3,0,Female,64,Center,0,1,0,0,2,0,1,0,Two,0,1,0,0,1,1
7607,1,5,6,7,5,5,0,Female,32,Center,0,1,0,0,3,0,0,1,Three,0,0,1,0,1,1
7205,1,6,6,1,4,5,0,Male,28,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5794,0,7,6,7,6,6,0,Male,27,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.694783251816264
7709,1,4,5,5,4,5,0,Female,42,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
7343,1,7,5,7,4,7,0,Female,52,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6494,1,2,7,1,1,1,0,Male,47,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6776,1,2,7,7,5,3,1,Female,21,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6589,1,3,6,2,2,5,0,Male,45,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6460,1,7,7,7,1,7,1,Female,57,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7764,1,7,7,6,5,6,0,Male,39,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
7054,1,3,7,2,1,1,0,Female,46,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
6357,1,7,7,7,7,4,0,Male,30,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
5688,0,6,6,5,6,5,0,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.614484879542986
6959,1,5,5,5,6,7,0,Male,67,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
7814,1,6,4,6,5,6,0,Male,53,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6839,1,5,5,1,6,5,0,Male,54,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
5908,0,5,7,7,5,6,0,Male,31,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,3.24918122696717
7261,1,7,4,6,6,6,0,Male,65,Center,0,1,0,0,1,1,0,0,One,1,0,0,0,1,1
7227,1,3,6,1,6,4,1,Female,23,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5837,0,5,6,7,5,7,0,Female,27,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,3.281899326137959
6629,1,3,7,5,4,3,0,Female,22,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7663,1,5,5,5,4,5,0,Male,24,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
7441,1,6,4,7,4,5,0,Male,54,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7147,1,5,7,3,5,7,0,Female,56,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
6224,0,7,7,7,1,7,0,Female,49,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.258694132480628
7275,1,4,7,7,7,7,1,Male,37,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
7330,1,6,6,7,2,6,1,Female,41,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6445,1,4,7,7,6,6,1,Female,20,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6349,1,7,,7,5,7,0,Female,41,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,0,1
6563,1,4,5,6,2,4,0,Female,57,North,1,0,0,0,1,1,0,0,Two,0,1,0,0,1,1
7184,1,7,7,7,5,7,1,Male,52,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
7581,1,5,5,7,4,6,0,Female,57,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
7199,1,7,7,4,1,6,0,Male,62,North,1,0,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
5891,0,5,4,5,5,5,0,Female,40,North,1,0,0,0,3,0,0,1,One,1,0,0,0,1,2.041436814491382
7601,1,7,6,1,7,7,1,Female,49,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6742,1,5,4,7,6,7,0,Male,56,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
6059,0,7,5,7,5,7,0,Male,50,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,2.074150717208778
6060,0,5,6,1,4,4,1,Female,34,North,1,0,0,0,3,0,0,1,Three,0,0,1,0,1,2.090846890233612
7141,1,6,5,7,6,7,0,Female,75,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
5784,0,7,7,7,5,7,0,Female,42,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,3.303641029691442
7780,1,3,7,7,7,7,0,Male,60,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
6166,0,5,5,5,5,7,0,Male,48,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,3.186960406626688
7406,1,2,7,3,1,7,0,Male,29,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
6627,1,6,6,7,6,6,1,Female,45,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
6246,0,5,5,7,6,7,0,Female,60,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,2.60861667853599
5742,0,5,7,7,5,7,0,Male,71,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.192332153464174
7021,1,6,5,7,7,5,1,Male,74,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
5916,0,5,5,7,5,5,0,Male,60,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,3.01892743528318
7822,1,6,6,5,3,4,0,Female,57,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
7228,1,6,6,5,5,6,0,Female,48,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7472,1,3,6,1,4,3,0,Female,26,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6085,0,4,5,7,6,6,0,Female,50,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,2.95254747399615
6708,1,5,5,5,4,6,1,Male,32,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7543,1,1,5,7,1,5,0,Female,55,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
6619,1,2,5,2,1,3,0,Female,50,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6338,1,3,7,5,4,5,0,Female,28,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6244,0,5,3,3,5,7,0,Male,49,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.42036474838411
7606,1,2,4,7,5,7,0,Male,71,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6024,0,6,4,6,5,7,1,Female,60,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.145127211953835
6406,1,7,6,7,6,7,0,Female,65,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7502,1,6,7,5,5,4,0,Female,23,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5900,0,6,5,6,5,5,0,Male,37,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.560483323247039
6781,1,5,5,7,5,7,0,Male,64,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7530,1,7,6,5,5,5,0,Female,45,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7012,1,6,7,1,2,4,0,Male,31,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7209,1,5,7,7,5,7,1,Female,54,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5841,0,5,4,3,5,6,0,Female,55,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.196022863518689
6925,1,6,6,4,5,4,0,Male,21,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6555,1,5,5,6,4,4,1,Female,27,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
6505,1,3,1,7,5,4,1,Female,33,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7686,1,6,5,4,5,5,0,Male,45,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7821,1,3,4,2,4,4,0,Female,36,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
6315,1,1,5,7,5,7,1,Female,45,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
5851,0,4,7,7,5,7,0,Male,49,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,3.418548773091338
6582,1,3,6,2,3,4,0,Female,38,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
5751,0,5,4,4,5,5,1,Male,32,Center,0,1,0,0,2,0,1,0,Three,0,0,1,0,1,2.790297860411923
6921,1,5,5,5,5,6,0,Female,32,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6245,0,7,7,7,7,7,1,Female,50,Center,0,1,0,0,2,0,1,0,Three,0,0,1,0,1,2.393125486059127
7279,1,5,6,7,4,7,0,Male,37,Center,0,1,0,0,3,0,0,1,Three,0,0,1,0,1,1
7353,1,5,7,4,5,5,0,Female,48,Center,0,1,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
6645,1,3,6,7,7,7,0,Male,65,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
5761,0,5,6,7,5,6,0,Female,43,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,2.503686014728633
6182,0,4,7,3,4,5,0,Male,25,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,2.919207442625495
5787,0,4,5,5,5,5,,Female,56,South,0,0,0,1,3,0,0,1,Two,0,1,0,0,0,2.365572415315332
5961,0,5,4,5,4,5,1,Male,25,South,0,0,0,1,3,0,0,1,Two,0,1,0,0,1,2.931563022801883
6726,1,4,6,1,3,6,1,Male,37,Center,0,1,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
6028,0,6,4,6,4,5,1,Male,67,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.23384686306236
6522,1,6,5,5,4,6,0,Female,51,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6251,0,,4,7,5,7,0,Female,49,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,0,2.258694132480628
7721,1,6,3,7,5,6,0,Female,39,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6339,1,5,5,7,4,6,0,Male,65,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6332,1,7,7,7,5,7,1,Female,52,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
5858,0,4,6,6,4,6,0,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.614484879542986
6756,1,4,7,6,1,5,0,Female,36,Center,0,1,0,0,2,0,1,0,Three,0,0,1,0,1,1
6071,0,4,7,,3,4,0,Female,46,North,1,0,0,0,3,0,0,1,Two,0,1,0,0,0,1.980606670474446
6086,0,7,7,7,5,7,0,Male,59,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,2.611473891633225
6947,1,5,6,5,5,6,0,Female,44,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
7280,1,5,6,7,6,7,0,Female,50,Center,0,1,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
6108,0,5,7,7,5,7,1,Female,53,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,2.734902177009245
6467,1,7,5,7,5,7,1,Male,65,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
7269,1,5,6,5,5,6,0,Female,37,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
5918,0,7,5,7,6,7,0,Female,62,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,2.621868751614894
7348,1,4,1,4,3,4,0,Male,18,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
7597,1,4,6,1,5,6,0,Male,26,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7148,1,,7,7,4,5,0,Female,36,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,0,1
6432,1,2,6,7,5,4,0,Female,58,South,0,0,0,1,1,1,0,0,Two,0,1,0,0,1,1
7167,1,6,7,6,7,7,0,Male,53,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7509,1,4,1,7,3,4,1,Male,27,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
6325,1,5,7,5,5,6,0,Male,31,South,0,0,0,1,2,0,1,0,Three,0,0,1,0,1,1
6592,1,7,5,7,5,7,0,Male,79,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
6918,1,1,7,3,1,6,0,Female,27,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
6654,1,1,7,2,1,7,1,Female,46,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
6825,1,5,7,7,5,7,1,Female,45,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
6324,1,5,7,7,6,7,0,Female,68,South,0,0,0,1,1,1,0,0,Two,0,1,0,0,1,1
6532,1,3,4,5,4,6,1,Female,37,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
5728,0,5,4,7,4,4,1,Female,55,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,2.477948057212918
6782,1,5,4,3,1,4,0,Male,42,North,1,0,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
7336,1,1,4,,2,3,0,Female,48,North,1,0,0,0,2,0,1,0,Four or more,0,0,0,1,0,1
7655,1,6,5,7,5,6,0,Female,63,South,0,0,0,1,1,1,0,0,One,1,0,0,0,1,1
6390,1,5,5,7,7,7,0,Female,68,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
7604,1,7,7,5,1,5,1,Male,38,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7245,1,1,4,4,1,4,0,Female,72,North,1,0,0,0,1,1,0,0,Two,0,1,0,0,1,1
6989,1,5,6,4,5,5,0,Male,42,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7083,1,4,6,7,4,6,0,Male,61,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6073,0,6,5,7,6,7,0,Male,69,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.212992160810042
7745,1,3,7,4,4,6,0,Female,63,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7662,1,4,3,,2,7,0,Female,69,Metropolitan Region,0,0,1,0,2,0,1,0,One,1,0,0,0,0,1
7277,1,1,5,7,1,5,0,Male,52,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
7568,1,5,5,7,6,5,1,Female,69,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
6584,1,1,4,7,6,5,0,Female,54,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
7400,1,7,7,1,4,7,0,Female,44,Center,0,1,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
7132,1,5,4,7,5,7,0,Male,43,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5865,0,7,7,4,5,6,0,Male,37,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,2.576756426089952
7145,1,1,3,1,1,2,,Male,26,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,0,1
6983,1,7,4,7,7,7,,Female,58,North,1,0,0,0,1,1,0,0,One,1,0,0,0,0,1
7034,1,5,7,7,4,5,0,Male,65,North,1,0,0,0,2,0,1,0,Two,0,1,0,0,1,1
7081,1,4,5,5,5,5,0,Male,55,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
